what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1345040943167
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1345040943339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345040944915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1345040944915
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345040947177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345040954228
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1345040994375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345040997698
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1345040999851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041004297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041010038
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1345041011473
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1345041011504
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1345041011567
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1345041011567
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1345041011645
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1345041011660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041013330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041023938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1345041023953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041036308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041115719
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041115937
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041115984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041120586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041120695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041120804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041125952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345041133362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041139197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041141646
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1345041142332
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1345041142363
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1345041142488
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1345041142504
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1345041142644
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1345041142644
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1345041142691
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1345041142707
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1345041142722
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1345041142816
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1345041146076
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1345041146107
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1345041146154
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1345041146248
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1345041146263
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1345041146388
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1345041146388
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1345041146560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041149524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041151146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345041154126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041157948
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041164562
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1345041167136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345041168961
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1345041172378
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041173392
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1345041176262
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041183313
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1345041188914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041190567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041216463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041219864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041220816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041221502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041222454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041223281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041223998
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041225449
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345041236868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041241158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041243998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345041249245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041251507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041348478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041359828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041362498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345041366278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041373870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041373970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041376364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041376423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041381116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041389286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041395946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041397256
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345041406940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345041408510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041408972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041411602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041417982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041420002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345041426112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041427644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041430210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041441255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041442785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345041448927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041452729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041452839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345041467903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041469153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041470323
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041470373
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345041470383
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1345041471637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041473369
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1345041476689
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1345041476749
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1345041476889
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1345041476959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041477193
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1345041477198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345041477200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041478375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041481475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041485229
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1345041522959
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1345041522979
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1345041523299
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1345041523649
error,log,,,"Failed to load properties file for project 'HttpClientExample'",1345041523769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041523859
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1345041523981
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1345041524011
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1345041525031
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1345041525089
opened,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345041527679
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345041527859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041568293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041580033
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1345041585605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041656162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041660842
error,log,,,"activity_main.xml: java.util.LinkedHashMap.eldest()Ljava/util/Map$Entry;",1345041673463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345041678276
error,log,,,"activity_main.xml: java.util.LinkedHashMap.eldest()Ljava/util/Map$Entry;",1345041834628
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1345041849148
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1345041849168
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1345041851600
opened,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1345041856762
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1345041856802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1345041856802
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345041870016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345041876616
error,log,,,"activity_main.xml: java.util.LinkedHashMap.eldest()Ljava/util/Map$Entry;",1345041921252
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1345041926116
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345041932856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345041934306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041962620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041966350
error,log,,,"activity_main.xml: java.util.LinkedHashMap.eldest()Ljava/util/Map$Entry;",1345041973014
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1345041974926
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345041977576
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1345041984981
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1345041985048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041994435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345041997255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345042008075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345042009385
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1345042010745
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1345042010795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345042010825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345042011925
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1345042022315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042024935
error,log,,,"activity_main.xml: java.util.LinkedHashMap.eldest()Ljava/util/Map$Entry;",1345042032181
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1345042040135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042041832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042046637
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042047809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042047999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042050809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042076667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042095939
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1345042129830
opened,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1345042130323
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1345042130373
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1345042131593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042139923
