what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042560827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042565687
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1345042567177
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1345042584943
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1345042585303
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1345042585513
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1345042585723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042589563
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345042591037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042597499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042598359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1345042603323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345042603833
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345042604343
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1345042606863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345042607153
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345042607433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042619331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042623881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042635961
closed,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042638361
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042639133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042671511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042671541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042676653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042676673
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1345042703399
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345042704551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042705671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042705871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042718343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042724741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042777544
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1345042787321
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042789111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042799511
error,log,,,"Unhandled event loop exception",1345042810571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042811373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042817243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042838591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042852117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042853227
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345042853349
closed,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042853349
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1345042861881
opened,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042862161
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042862255
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1345042874955
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1345042875115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345042875425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1345042875575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042875915
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1345042901409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042901949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042902089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042904489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042904589
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042905129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042905653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345042907171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042914006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042915846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042924966
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1345042927030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042933680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042942071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345042957568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345042961003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046339411
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345046346463
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345046357973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046360113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046365109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046365219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046404589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046405359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046406419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046413269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046432369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046434669
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1345046435739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046439489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046441885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046446671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046460521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1345046478874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046486986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046491018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046491040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046492306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046494202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046498042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046502284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046505772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046505802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046507024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046517530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046520260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046540266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046544036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046548088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046552004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046552104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046559106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046559216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046594130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046710893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345046712683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046713373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046717937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046720537
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1345046722847
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1345046723607
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1345046723777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046731957
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345046733393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046754665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046755179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046760689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046783065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046786576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046802376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046813866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046816890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046820770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046823480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046824650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046831770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046833130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046839250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046845576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046845676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046850236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046850346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046851486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046852618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046860839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345046864989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046866569
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345046875135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046876345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046881847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046882107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345046884281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046895231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046901361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1345046910471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046911551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046918491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046921691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046961481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345046970937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047030697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047045787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047057663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047070923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345047073733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047074213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047083359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047083439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047085479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1345047095605
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1345047096035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047100679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047118804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047122710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047122760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047125060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047128714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047143514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047145154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047149424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047157514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047162894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345047163574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047164564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047166968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047177842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047185820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047193396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047258147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345047263527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047264277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047268103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047268193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047270695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047270785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047271607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047274223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047274323
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1345047287573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047290845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1345047299489
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1345047302019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047303279
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1345047306983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047308203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047309579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047326491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1345047327431
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1345047331243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047333743
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.import",1345047342277
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1345047348457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047351487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345047363561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047369813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047372703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047378657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047380787
activated,view,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.pde.runtime.LogView",1345047383527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047383787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047386627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345047388697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047390417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047450477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047450497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047451757
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345047452008
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1345047452987
